Species name,Full name,Family,Subfamily,Genus,Species,ID,Voucher,Dataset,COI-barcode,COI-3',nuclear,voucher_identical,ArgKin,CAD,DDC,EF-1a,GAPDH,H3,IDH,MDH,RpS2,RpS5,wingless,Remarks
Lasiommata petropolitana,"Lasiommata petropolitana (Fabricius, 1787)",Nymphalidae,Satyrinae,Lasiommata,petropolitana,EW24-21,EW24-21,Satyrinae1,DQ176352,DQ176352,TRUE,TRUE,,,,,,,,,,,DQ176327,
Leptidea duponcheli,"Leptidea duponcheli (Staudinger, 1871)",Pieridae,Dismorphiinae,Leptidea,duponcheli,RVcoll.10-C243,RV10C243,Pieridae,JF512572,,TRUE,TRUE,,,,,,,,,,,JF513005,
Leptidea juvernica,"Leptidea juvernica Williams, 1946",Pieridae,Dismorphiinae,Leptidea,juvernica,RVcoll.LR08-D680,RVcoll.LR08-D680,Pieridae,JF512646,,TRUE,TRUE,,JF512759,,,,,,,,,JF512973,
Leptidea morsei,"Leptidea morsei (Fenton, 1882)",Pieridae,Dismorphiinae,Leptidea,morsei,RV-07-Z083,RV-07-Z083,Pieridae,GU372563,GU372563,TRUE,FALSE,,JF512749,,GU372654,,,,,,,JF512996,
Leptidea reali,"Leptidea reali Reissinger, 1990",Pieridae,Dismorphiinae,Leptidea,reali,RVcoll.07-E080,RV07E080,Pieridae,JF512658,,TRUE,FALSE,,JF512724,,PRJNA432311,,,,,,,JF512964,
Leptidea sinapis,"Leptidea sinapis (Linnaeus, 1758)",Pieridae,Dismorphiinae,Leptidea,sinapis,NW149-5,NW149-5,Pieridae,GU828859,GU929821,TRUE,TRUE,,GU828319,,GU829162,GU829910,,GU830237,GU830551,MN752816,GU830806,GU829708,
Leptotes pirithous,"Leptotes pirithous (Linnaeus, 1767)",Lycaenidae,Polyommatinae,Leptotes,pirithous,MW11005,MW11005,Lycaenidae,JQ080283,JQ080283,TRUE,FALSE,,,,KJ671872,,,,,,,,
Libythea celtis,"Libythea celtis (Laicharting, 1782)",Nymphalidae,Libytheinae,Libythea,celtis,NW71-1,NW71-1,Heliconiinae_Limenitidinae,AY090198,AY090198,TRUE,TRUE,,EU141340,EU141437,AY090164,EU141517,,EU141577,EU141641,EU141696,EU141418,AY090131,
Limenitis camilla,"Limenitis camilla (Linnaeus, 1764)",Nymphalidae,Limenitidinae,Limenitis,camilla,SPM029,SPM029,Heliconiinae_Limenitidinae,DQ205111,DQ205111,TRUE,TRUE,,,,DQ208220,HQ291201,,HQ291221,,,HQ291253,GQ985323,
Limenitis populi,"Limenitis populi (Linnaeus, 1758)",Nymphalidae,Limenitidinae,Limenitis,populi,SPM031,SPM031,Heliconiinae_Limenitidinae,DQ205105,DQ205105,TRUE,TRUE,,,,DQ208227,HQ291204,,HQ291227,,,HQ291256,GQ985325,
Limenitis reducta,"Limenitis reducta Staudinger, 1901",Nymphalidae,Limenitidinae,Limenitis,reducta,NW67-2,NW67-2,Heliconiinae_Limenitidinae,AY090217,AY090217,TRUE,TRUE,MG741840,EU141331,EU141453,AY090183,EU141509,,EU141568,EU141632,EU141688,EU141409,AY090150,
Lopinga achine,"Lopinga achine (Scopoli, 1763)",Nymphalidae,Satyrinae,Lopinga,achine,EW3-6,EW3-6,Satyrinae1,DQ338769,DQ338769,TRUE,TRUE,,,,DQ338910,GQ357389,,,,,GQ357517,DQ338617,
Luthrodes galba,"Luthrodes galba (Lederer, 1855)",Lycaenidae,Polyommatinae,Luthrodes,galba,HU08D004,HU08D004,Lycaenidae,JX093471,JX093471,TRUE,TRUE,,,,JX093305,,,,,,,,
Lycaena alciphron,"Lycaena alciphron (Rottemburg, 1775)",Lycaenidae,Lycaeninae,Lycaena,alciphron,JL10-14,JL10-14,Lycaenidae,JN204956,JN204956,TRUE,FALSE,,,,JN204975,,,JN204998,JN205015,,JN205041,Van Dorp (2003): NK00P719,
Lycaena bleusei,"Lycaena bleusei (Oberthür, 1884)",Lycaenidae,Lycaeninae,Lycaena,bleusei,KS07001,KS07001,Lycaenidae,MN829492,,FALSE,#N/A,,,,,,,,,,,,
Lycaena candens,"Lycaena candens (Herrich-Schäffer, 1844)",Lycaenidae,Lycaeninae,Lycaena,candens,MW00119,MW00119,Lycaenidae,AY556890,,TRUE,FALSE,,,,KJ671879,,,,,,,Van Dorp (2003): AD00P319,
Lycaena dimorpha,"Lycaena dimorpha (Staudinger, 1881)",Lycaenidae,Lycaeninae,Lycaena,dimorpha,BPAL118-10,RPVL-00118,Lycaenidae,HM404734,,FALSE,#N/A,,,,,,,,,,,,
Lycaena dispar,"Lycaena dispar ([Haworth], 1802)",Lycaenidae,Lycaeninae,Lycaena,dispar,LycDis,LycDis,Lycaenidae,GU372564,GU372564,TRUE,FALSE,,,,GU372655,,,,,,,Van Dorp (2003): NK00P605,
Lycaena helle,"Lycaena helle ([Denis & Schiffermüller], 1775)",Lycaenidae,Lycaeninae,Lycaena,helle,SS_2,SS_2,Lycaenidae,KC208848,,FALSE,#N/A,,,,,,,,,,,,
Lycaena hippothoe,"Lycaena hippothoe (Linnaeus, 1760)",Lycaenidae,Lycaeninae,Lycaena,hippothoe,LEP22825,LEP22825,Lycaenidae,PRJNA432311,PRJNA432311,TRUE,FALSE,,PRJNA432311,,PRJNA432311,PRJNA432311,,PRJNA432311,PRJNA432311,PRJNA432311,PRJNA432311,Van Dorp (2003): RDJ0207252,
Lycaena ottomana,"Lycaena ottomana (Lefèbvre, 1831)",Lycaenidae,Lycaeninae,Lycaena,ottomana,MW09049,MW09049,Lycaenidae,MN829493,,FALSE,#N/A,,,,,,,,,,,,
Lycaena phlaeas,"Lycaena phlaeas (Linnaeus, 1760)",Lycaenidae,Lycaeninae,Lycaena,phlaeas,JCO1118,JCO1118,Lycaenidae,GU372565,GU372565,TRUE,FALSE,,,,FJ490506,AB696721,,,,,,Van Dorp (2003): KVDphl2,
Lycaena thersamon,"Lycaena thersamon (Esper, 1784)",Lycaenidae,Lycaeninae,Lycaena,thersamon,RV-07-E444,RV07E444,Lycaenidae,HQ004678,,FALSE,#N/A,,,,,,,,,,,,
Lycaena thetis,"Lycaena thetis Klug, 1834",Lycaenidae,Lycaeninae,Lycaena,thetis,MW99520,MW99520,Lycaenidae,AY557116,,TRUE,FALSE,,,,,,,,,,,Van Dorp (2003): VL01L402,
Lycaena tityrus,"Lycaena tityrus (Poda, 1761)",Lycaenidae,Lycaeninae,Lycaena,tityrus,JCO1207,JCO1207,Lycaenidae,FJ490481,FJ490481,TRUE,FALSE,,,,FJ490509,,,,,,,Van Dorp (2003): MAT99Q934,
Lycaena virgaureae,"Lycaena virgaureae (Linnaeus, 1758)",Lycaenidae,Lycaeninae,Lycaena,virgaureae,JCO1116,JCO1116,Lycaenidae,FJ490477,FJ490477,TRUE,FALSE,,,,FJ490505,,,,,,,Van Dorp (2003): VL99Q072,
Lysandra albicans,"Lysandra albicans (Gerhard, 1851)",Lycaenidae,Polyommatinae,Lysandra,albicans,MAT99Q969,MAT99Q969,Lycaenidae,KF834376,KF834376,TRUE,TRUE,,KF834349,,,,KF834441,,,,,KF834541,
Lysandra bellargus,"Lysandra bellargus (Rottemburg, 1775)",Lycaenidae,Polyommatinae,Lysandra,bellargus,AD00P129,AD00P129,Lycaenidae,JX093472,JX093472,TRUE,TRUE,,JX093262,,JX093299,,JX093340,,,,,JX093410,
Lysandra caelestissima,"Lysandra caelestissima (Verity, 1921)",Lycaenidae,Polyommatinae,Lysandra,caelestissima,MAT99Q966,MAT99Q966,Lycaenidae,KF834402,KF834402,TRUE,TRUE,,KF834321,,,,KF834442,,,,,KF834537,
Lysandra coridon,"Lysandra coridon (Poda, 1761)",Lycaenidae,Polyommatinae,Lysandra,coridon,RV03H454,RV03H454,Lycaenidae,GQ128976,GQ128976,TRUE,FALSE,,GQ128594,,GQ128665,,KF834427,,,,,GQ128874,
Lysandra corydonius,"Lysandra corydonius (Herrich-Schäffer, 1852)",Lycaenidae,Polyommatinae,Lysandra,corydonius,VL05N131,VL05N131,Lycaenidae,KF834367,KF834367,TRUE,FALSE,,KF834330,,,,KF834417,,,,,KF834554,
Lysandra hispana,"Lysandra hispana (Herrich-Schäffer, 1851)",Lycaenidae,Polyommatinae,Lysandra,hispana,MAT99T993,MAT99T993,Lycaenidae,KF834375,KF834375,TRUE,TRUE,,KF834353,,,,KF834430,,,,,KF834542,
Maniola chia,"Maniola chia Thomson, 1987",Nymphalidae,Satyrinae,Maniola,chia,M339,M339,Satyrinae2,KP032345,,TRUE,TRUE,,,,KP032619,,,,,,,KP032542,
Maniola cypricola,"Maniola cypricola (Graves, 1928)",Nymphalidae,Satyrinae,Maniola,cypricola,M14,M14,Satyrinae2,KP032254,,TRUE,TRUE,,,,KP032568,,,,,,,KP032522,
Maniola halicarnassus,"Maniola halicarnassus Thomson, 1990",Nymphalidae,Satyrinae,Maniola,halicarnassus,M187,M187,Satyrinae2,KP032313,,TRUE,TRUE,,,,KP032579,,,,,,,KP032512,
Maniola jurtina,"Maniola jurtina (Linnaeus, 1758)",Nymphalidae,Satyrinae,Maniola,jurtina,EW4-5,EW4-5,Satyrinae2,AY090214,AY090214,TRUE,TRUE,EU141256,EU141298,,AY090180,EU141481,,EU141534,EU141599,EU141662,EU141376,KR139116,
Maniola megala,"Maniola megala (Oberthür, 1909)",Nymphalidae,Satyrinae,Maniola,megala,M318,M318,Satyrinae2,KP032327,,TRUE,TRUE,,,,KP032601,,,,,,,KP032528,
Maniola nurag,"Maniola nurag (Ghiliani, 1852)",Nymphalidae,Satyrinae,Maniola,nurag,M32,M32,Satyrinae2,KP032268,,TRUE,TRUE,,,,KP032609,,,,,,,KP032486,
Maniola telmessia,"Maniola telmessia (Zeller, 1847)",Nymphalidae,Satyrinae,Maniola,telmessia,CP10-14,CP10-14,Satyrinae2,GQ357220,GQ357220,TRUE,FALSE,,,,KP032564,GQ357459,,,,,GQ357589,KP032506,
Melanargia arge,"Melanargia arge (Sulzer, 1776)",Nymphalidae,Satyrinae,Melanargia,arge,VNMB307-08,GCB-M_8,Satyrinae2,GQ200904,,TRUE,TRUE,,,,,,,,,,,GQ201377,
Melanargia galathea,"Melanargia galathea (Linnaeus, 1758)",Nymphalidae,Satyrinae,Melanargia,galathea,EW24-17,EW24-17,Satyrinae2,DQ338843,DQ338843,TRUE,TRUE,,,,DQ338993,EU528398,,,,,EU528444,DQ338706,
Melanargia ines,"Melanargia ines (Hoffmansegg, 1804)",Nymphalidae,Satyrinae,Melanargia,ines,DNAwthmel_004,DNAwthmel_004,Satyrinae2,GQ201004,,TRUE,TRUE,,,,,,,,,,,GQ201392,
Melanargia lachesis,"Melanargia lachesis (Hübner, 1790)",Nymphalidae,Satyrinae,Melanargia,lachesis,NW149-3,NW149-3,Satyrinae2,GQ357222,GQ357222,TRUE,TRUE,,,,GQ357289,GQ357463,,,,,GQ357593,GQ357354,
Melanargia larissa,"Melanargia larissa (Geyer, 1828)",Nymphalidae,Satyrinae,Melanargia,larissa,DNAwthmel_195,DNAwthmel_195,Satyrinae2,GQ201060,,TRUE,TRUE,,,,,,,,,,,GQ201397,
Melanargia occitanica,"Melanargia occitanica (Esper, 1793)",Nymphalidae,Satyrinae,Melanargia,occitanica,DNAwthmel_305,DNAwthmel_305,Satyrinae2,GQ201118,,TRUE,TRUE,,,,,,,,,,,GQ201405,
Melanargia pherusa,"Melanargia pherusa (Boisduval, 1833)",Nymphalidae,Satyrinae,Melanargia,pherusa,WMB490-11,WMB490-11,Satyrinae2,MN145139,,FALSE,#N/A,,,,,,,,,,,,
Melanargia russiae,"Melanargia russiae (Esper, 1783)",Nymphalidae,Satyrinae,Melanargia,russiae,CP-AC23-83,CP-AC23-83,Satyrinae2,DQ338845,DQ338845,TRUE,TRUE,,,,DQ338995,,,,,,,DQ338708,
Melitaea aetherie,"Melitaea aetherie (Hübner, 1826)",Nymphalidae,Nymphalinae,Melitaea,aetherie,NW103-12,NW103-12,Nymphalinae,FJ462230,FJ462230,TRUE,TRUE,,,,FJ462290,,,,,,,FJ462165,
Melitaea arduinna,"Melitaea arduinna (Esper, 1783)",Nymphalidae,Nymphalinae,Melitaea,arduinna,NW23-5,NW23-5,Nymphalinae,AF187742,AF187742,TRUE,TRUE,,KJ723520,,AY788774,,,,,,KJ723580,AY788534,
Melitaea asteria,"Melitaea asteria Freyer, 1828",Nymphalidae,Nymphalinae,Melitaea,asteria,NW142-19,NW142-19,Nymphalinae,FJ462233,FJ462233,TRUE,TRUE,,,,FJ462296,,,,,,,,
Melitaea athalia,"Melitaea athalia (Rottemburg, 1775)",Nymphalidae,Nymphalinae,Melitaea,athalia,NW76-14,NW76-14,Nymphalinae,FJ462234,FJ462234,TRUE,TRUE,,,,FJ462297,MN752801,,,,,MN752767,FJ462171,
Melitaea aurelia,"Melitaea aurelia Nickerl, 1850",Nymphalidae,Nymphalinae,Melitaea,aurelia,NW23-2,NW23-2,Nymphalinae,AF187745,AF187745,TRUE,TRUE,,,,FJ462299,MN752799,,,,,MN752764,FJ462173,
Melitaea britomartis,"Melitaea britomartis Assmann, 1847",Nymphalidae,Nymphalinae,Melitaea,britomartis,NW69-8,NW69-8,Nymphalinae,AY788655,AY788655,TRUE,TRUE,,,,AY788775,MN752800,,,,,MN752765,AY788535,
Melitaea celadussa,"Melitaea celadussa Fruhstorfer, 1910 ",Nymphalidae,Nymphalinae,Melitaea,celadussa,AC6-14,AC6-14,Nymphalinae,FJ462240,FJ462240,TRUE,TRUE,,,,FJ462306,MN752777,,,,,MN752749,FJ462179,
Melitaea cinxia,"Melitaea cinxia (Linnaeus, 1758)",Nymphalidae,Nymphalinae,Melitaea,cinxia,NW73-14,NW73-14,Nymphalinae,AY788656,AY788656,TRUE,TRUE,EU141284,EU141342,,AY788776,EU141518,,EU141579,EU141643,EU141698,EU141420,AY788536,
Melitaea deione,"Melitaea deione (Geyer, 1832)",Nymphalidae,Nymphalinae,Melitaea,deione,NW95-5,NW95-5,Nymphalinae,AY788657,AY788657,TRUE,TRUE,,MN752813,,AY788777,MN752802,,,,,MN752768,AY788537,
Melitaea diamina,"Melitaea diamina (Lang, 1789)",Nymphalidae,Nymphalinae,Melitaea,diamina,NW10-24,NW10-24,Nymphalinae,AF187761,AF187761,TRUE,TRUE,,,,FJ462317,,,,,,,FJ462189,
Melitaea didyma,"Melitaea didyma (Esper, 1778)",Nymphalidae,Nymphalinae,Melitaea,didyma,NW17801,NW17801,Nymphalinae,MN752728,MN752728,TRUE,TRUE,,MN752808,,MN752739,MN752798,,MN752773,MN752744,,MN752763,MN752847,
Melitaea ornata,"Melitaea ornata Christoph, 1893",Nymphalidae,Nymphalinae,Melitaea,ornata,JL16-13,JL16-13,Nymphalinae,KJ723650,KJ723650,TRUE,TRUE,,KJ723532,,KJ723627,KJ723555,,,KJ723569,,KJ723594,KJ723609,
Melitaea parthenoides,"Melitaea parthenoides Keferstein, 1851",Nymphalidae,Nymphalinae,Melitaea,parthenoides,JL1-2,JL1-2,Nymphalinae,FJ462271,FJ462271,TRUE,TRUE,,,,FJ462339,MN752781,,,,,MN752754,FJ462211,
Melitaea phoebe,"Melitaea phoebe ([Denis & Schiffermüller], 1775)",Nymphalidae,Nymphalinae,Melitaea,phoebe,AC6-6,AC6-6,Nymphalinae,FJ462275,FJ462275,TRUE,TRUE,,KJ723533,,FJ462343,,,,KJ723570,,KJ723595,FJ462215,
Melitaea trivia,"Melitaea trivia ([Denis & Schiffermüller], 1775)",Nymphalidae,Nymphalinae,Melitaea,trivia,NW23-6,NW23-6,Nymphalinae,AF187810,AF187810,TRUE,TRUE,,KJ723518,,AY788782,,,,,,KJ723577,AY788542,
Melitaea varia,"Melitaea varia Herrich-Schäffer, 1851",Nymphalidae,Nymphalinae,Melitaea,varia,NW24-13,NW24-13,Nymphalinae,AF187812,AF187812,TRUE,TRUE,,,,AY788783,,,,,,,AY788543,
Minois dryas,"Minois dryas (Scopoli, 1763)",Nymphalidae,Satyrinae,Minois,dryas,GBLN4362-14,J006,Satyrinae2,AB855972,AB855972,TRUE,FALSE,,,,JX495398,,,,,,,,
Muschampia cribrellum,"Muschampia cribrellum (Eversmann, 1841)",Hesperiidae,Pyrginae,Muschampia,cribrellum,RV-07-D402,RV07D402,Pyrginae,HQ004831,,FALSE,#N/A,,,,,,,,,,,,
Muschampia proto,"Muschampia proto (Ochsenheimer, 1808)",Hesperiidae,Pyrginae,Muschampia,proto,RV07C087,RV07C087,Pyrginae,GU677031,,FALSE,#N/A,,,,,,,,,,,,
Muschampia tessellum,"Muschampia tessellum (Hübner, 1803)",Hesperiidae,Pyrginae,Muschampia,tessellum,ST-2011-54CI,ST-2011-54CI,Pyrginae,JQ922042,,TRUE,FALSE,,,,JX495379,,,,,,,,
Neolycaena rhymnus,"Neolycaena rhymnus (Eversmann, 1832)",Lycaenidae,Theclinae,Neolycaena,rhymnus,LOWA442-06,2005-LOWA-442,Lycaenidae,FJ663839,,TRUE,FALSE,,,,KM211591,,,,,,,,
Neolysandra coelestina,"Neolysandra coelestina (Eversmann, 1843)",Lycaenidae,Polyommatinae,Neolysandra,coelestina,AD00P092,AD00P092,Lycaenidae,JX093490,JX093490,TRUE,TRUE,,JX093258,,JX093303,,JX093337,,,,,JX093417,
Neptis rivularis,"Neptis rivularis (Scopoli, 1763)",Nymphalidae,Limenitidinae,Neptis,rivularis,NW137-5,NW137-5,Heliconiinae_Limenitidinae,MG741086,MG741086,TRUE,TRUE,,,,MG741687,MG741565,,MG741507,MG741468,,,MG741921,
Neptis sappho,"Neptis sappho (Pallas, 1771)",Nymphalidae,Limenitidinae,Neptis,sappho,NW84-5,NW84-5,Heliconiinae_Limenitidinae,MG741100,MG741100,TRUE,TRUE,,,,MG741701,MG741576,,MG741511,MG741479,,,MG741934,
Nymphalis antiopa,"Nymphalis antiopa (Linnaeus, 1758)",Nymphalidae,Nymphalinae,Nymphalis,antiopa,NW70-2,NW70-2,Nymphalinae,AY218246,AY218246,TRUE,TRUE,MN752827,,,AY218266,FJ639524,,,,,FJ639579,AY218284,
Nymphalis polychloros,"Nymphalis polychloros (Linnaeus, 1758)",Nymphalidae,Nymphalinae,Nymphalis,polychloros,NW62-2,NW62-2,Nymphalinae,AY248788,AY248788,TRUE,TRUE,EU141270,EU141323,EU141444,AY248813,EU141502,,EU141560,EU141624,,EU141401,AY248829,
Nymphalis vaualbum,"Nymphalis vaualbum ([Denis & Schiffermüller], 1775)",Nymphalidae,Nymphalinae,Nymphalis,vaualbum,NW78-1,NW78-1,Nymphalinae,AY248791,AY248791,TRUE,TRUE,MN752829,MN752811,MN752824,AY248816,FJ639526,,MN752775,MN752747,,FJ639581,AY248832,
Nymphalis xanthomelas,"Nymphalis xanthomelas ([Denis & Schiffermüller], 1775)",Nymphalidae,Nymphalinae,Nymphalis,xanthomelas,NW84-1,NW84-1,Nymphalinae,AY248790,AY248790,TRUE,TRUE,MN752830,MN752812,MN752825,AY248815,FJ639527,,MN752776,MN752748,,FJ639582,AY248831,
Ochlodes sylvanus,"Ochlodes sylvanus (Esper, 1777)",Hesperiidae,Hesperiinae,Ochlodes,sylvanus,NW95-2,NW95-2,Hesperiinae,JN204953,JN204953,TRUE,TRUE,,JN204945,,JN204972,,,JN204996,JN205012,,JN205038,,
Oeneis ammon,"Oeneis ammon Elwes, 1899",Nymphalidae,Satyrinae,Oeneis,ammon,OE-12,OE-12,Satyrinae2,KP888656,,TRUE,FALSE,,,,LC155648,KP888700,,,,,KP888735,KP888773,
Oeneis bore,"Oeneis bore (Schneider, 1792)",Nymphalidae,Satyrinae,Oeneis,bore,OE-27,OE-27,Satyrinae2,KP888659,,TRUE,FALSE,,,,LC155706,KP888703,,,,,KP888737,KP888776,
Oeneis glacialis,"Oeneis glacialis (Moll, 1785)",Nymphalidae,Satyrinae,Oeneis,glacialis,OE-48,OE-48,Satyrinae2,KP888668,,TRUE,FALSE,,,,LC155690,KP888711,,,,,KP888746,KP888785,
Oeneis jutta,"Oeneis jutta (Hübner, 1806)",Nymphalidae,Satyrinae,Oeneis,jutta,EW4-1,EW4-1,Satyrinae2,DQ018958,DQ018958,TRUE,TRUE,,,,DQ018925,GQ357506,,,,,GQ357632,DQ018896,
Oeneis magna,"Oeneis magna Graeser, 1888",Nymphalidae,Satyrinae,Oeneis,magna,CB12-17,CB12-17,Satyrinae2,KP888677,KP888677,TRUE,FALSE,,,,LC155691,KP888718,,,,,KP888752,KP888794,
Oeneis melissa,"Oeneis melissa (Fabricius, 1775)",Nymphalidae,Satyrinae,Oeneis,melissa,OE-29,OE-29,Satyrinae2,KP888678,KP888678,TRUE,FALSE,,,,LC155637,KP888719,,,,,,KP888795,
Oeneis norna,"Oeneis norna (Thunberg, 1791)",Nymphalidae,Satyrinae,Oeneis,norna,CB12-16,CB12-16,Satyrinae2,KP888686,,TRUE,FALSE,,,,LC155692,KP888725,,,,,KP888757,KP888802,
Oeneis polixenes,"Oeneis polixenes (Fabricius, 1775)",Nymphalidae,Satyrinae,Oeneis,polixenes,EZBNB164-08,CBjS07-1066h,Satyrinae2,KT138931,,TRUE,FALSE,,,,LC155662,,,,,,,,
Oeneis tarpeia,"Oeneis tarpeia (Pallas, 1771)",Nymphalidae,Satyrinae,Oeneis,tarpeia,AB7-6,AB7-6,Satyrinae2,KP888693,KP888693,TRUE,FALSE,,,,LC155694,KP888730,,,,,KP888764,KP888809,
Papilio alexanor,"Papilio alexanor Esper, 1800",Papilionidae,Papilioninae,Papilio,alexanor,FS-b-40,FS-b-40,Papilionidae,AF044012,AF044012,TRUE,TRUE,,,,GQ268390,,,,,,,GQ268407,
Papilio hospiton,"Papilio hospiton Gené, 1839",Papilionidae,Papilioninae,Papilio,hospiton,Paphos,PapHos,Papilionidae,AF044009,AF044009,TRUE,TRUE,,,,AF044830,,,,,,,,
Papilio machaon,"Papilio machaon Linnaeus, 1758",Papilionidae,Papilioninae,Papilio,machaon,FS-a-27,UASM_9900078,Papilionidae,AY457593,AY457593,TRUE,FALSE,,,,EF485106,,,,,,,AY569124,
Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",Nymphalidae,Satyrinae,Pararge,aegeria,EW1-1,EW1-1,Satyrinae1,DQ176379,DQ176379,TRUE,TRUE,,,,DQ338913,EU141476,,,,,EU141372,DQ338620,
Pararge xiphia,"Pararge xiphia (Fabricius, 1775)",Nymphalidae,Satyrinae,Pararge,xiphia,EW5-1,EW5-1,Satyrinae1,DQ176353,DQ176353,TRUE,TRUE,,,,MN752732,,,,,,,DQ176330,
Pararge xiphioides,"Pararge xiphioides Staudinger, 1871",Nymphalidae,Satyrinae,Pararge,xiphioides,EW28-16,EW28-16,Satyrinae1,DQ176370,DQ176370,TRUE,TRUE,,,,,,,,,,,DQ176336,
Parnassius apollo,"Parnassius apollo (Linnaeus, 1758)",Papilionidae,Parnassiinae,Parnassius,apollo,AC4-1,AC4-1,Papilionidae,EF473775,EF473775,TRUE,FALSE,,,,EF485050,,,,,,,HM213842,
Parnassius mnemosyne,"Parnassius mnemosyne (Linnaeus, 1758)",Papilionidae,Parnassiinae,Parnassius,mnemosyne,AC1-10,AC1-10,Papilionidae,EF473798,EF473798,TRUE,TRUE,,,,EF485081,,,,,,,,
Parnassius phoebus,"Parnassius phoebus (Fabricius, 1793)",Papilionidae,Parnassiinae,Parnassius,phoebus,NW167-15,NW167-15,Papilionidae,JN204959,JN204959,TRUE,TRUE,,JN204950,,JN204976,,,JN204999,,,JN205043,JN204917,
Pelopidas thrax,"Pelopidas thrax (Hübner, 1821)",Hesperiidae,Hesperiinae,Pelopidas,thrax,570-ADW,570-ADW,Hesperiinae,EU364492,EU364492,TRUE,TRUE,KX947179,KY045676,,EU364287,KY027632,,KY027874,KY028142,KY028394,KY028656,EU364084,
Phengaris alcon,"Phengaris alcon ([Denis & Schiffermüller], 1775)",Lycaenidae,Polyommatinae,Phengaris,alcon,REHU67.1,REHU67.1,Lycaenidae,HQ918153,HQ918153,TRUE,FALSE,,,,HQ918091,KM517332,HQ917973,,KM517382,,,HQ918070,
Phengaris arion,"Phengaris arion (Linnaeus, 1758)",Lycaenidae,Polyommatinae,Phengaris,arion,SKam1,SKam1,Lycaenidae,HG326638,HG326638,TRUE,FALSE,,,,AY675375,KM517355,GQ128823,,KM517406,,,GQ128928,
Phengaris nausithous,"Phengaris nausithous (Bergsträsser, 1779)",Lycaenidae,Polyommatinae,Phengaris,nausithous,SR089.01,SR089.01,Lycaenidae,JX311278,JX311278,TRUE,FALSE,,,,AY675356,KM517356,HQ917976,,KM517411,,,KM517474,
Phengaris teleius,"Phengaris teleius (Bergsträsser, 1779)",Lycaenidae,Polyommatinae,Phengaris,teleius,ZF-LY-000343,ZF-LY-000343,Lycaenidae,JX311290,JX311290,TRUE,FALSE,,,,AY675371,KM517372,HQ917978,,KM517437,,,KM517483,
Pieris balcana,"Pieris balcana Lorković, 1969",Pieridae,Pierinae,Pieris,balcana,IC02001,IC02001,Pieridae,KC462788,,FALSE,#N/A,,,,,,,,,,,,
Pieris brassicae,"Pieris brassicae (Linnaeus, 1758)",Pieridae,Pierinae,Pieris,brassicae,NW17724,NW17724,Pieridae,MN752729,MN752729,TRUE,TRUE,,MN752806,,MN752737,MN752796,,,,,MN752761,MN752845,
Pieris bryoniae,"Pieris bryoniae (Hübner, 1806)",Pieridae,Pierinae,Pieris,bryoniae,RV08M616,RV08M616,Pieridae,HQ004919,,FALSE,#N/A,,,,,,,,,,,,
Pieris cheiranthi,"Pieris cheiranthi (Hübner, 1808)",Pieridae,Pierinae,Pieris,cheiranthi,MW17001,MW17001,Pieridae,MN829494,MN829494,TRUE,TRUE,,,,MN829471,,,,,,,,
Pieris ergane,"Pieris ergane (Geyer, 1828)",Pieridae,Pierinae,Pieris,ergane,MW06105,MW06105,Pieridae,KC462803,KC462803,FALSE,TRUE,,,,,,,,,,,,
Pieris krueperi,"Pieris krueperi Staudinger, 1860",Pieridae,Pierinae,Pieris,krueperi,BPAL1670-12,CCDB-03033 E07,Pieridae,BPAL1670-12,,FALSE,#N/A,,,,,,,,,,,,
Pieris mannii,"Pieris mannii (Mayer, 1851)",Pieridae,Pierinae,Pieris,mannii,MW06101,MW06101,Pieridae,KC462811,KC462811,TRUE,FALSE,,,,MN829472,,,,,,,,
Pieris napi,"Pieris napi (Linnaeus, 1758)",Pieridae,Pierinae,Pieris,napi,NW17717,NW17717,Pieridae,MN752730,MN752730,TRUE,TRUE,,MN752803,,MN752734,MN752793,,MN752769,,,MN752758,MN752843,
Pieris rapae,"Pieris rapae (Linnaeus, 1758)",Pieridae,Pierinae,Pieris,rapae,MM06585,MM06585,Pieridae,JN204969,JN204969,TRUE,TRUE,,GQ283572,,JN204983,JN204991,JN205026,JN205008,JN205026,,JN205036,JN204927,
Pieris wollastoni,"Pieris wollastoni (Butler, 1886)",Pieridae,Pierinae,Pieris,wollastoni,HA59001,HA59001,Pieridae,KC462820,,FALSE,#N/A,,,,,,,,,,,,
Plebejidea loewii,"Plebejidea loewii (Zeller, 1847)",Lycaenidae,Polyommatinae,Plebejidea,loewii,AD00P266,AD00P266,Lycaenidae,GQ128989,GQ128989,TRUE,TRUE,,GQ128607,,GQ128678,,GQ128780,,,,,GQ128887,
Plebejus argus,"Plebejus argus (Linnaeus, 1758)",Lycaenidae,Polyommatinae,Plebejus,argus,NK00P135,NK00P135,Lycaenidae,JX093468,JX093468,TRUE,TRUE,,GQ128609,,AY496828,,GQ128782,,,,,GQ128889,
Plebejus argyrognomon,"Plebejus argyrognomon (Bergsträsser, 1779)",Lycaenidae,Polyommatinae,Plebejus,argyrognomon,AD00P560,AD00P560,Lycaenidae,AY496805,AY496805,TRUE,TRUE,,GQ128590,,AY496827,,GQ128763,,,,,GQ128870,
